AnimationName,Timestamp,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,Neck_P_x,Neck_P_y,Neck_P_z,LeftFoot_V_x,LeftFoot_V_y,LeftFoot_V_z,RightFoot_V_x,RightFoot_V_y,RightFoot_V_z,Neck_V_x,Neck_V_y,Neck_V_z
Walkforward5,0.424962,,-0.1215021,0.1288569,0.1089127,0.135895,0.1381267,-0.4770643,-0.003925174,1.388386,0.2779494,0.1169138,0.1187198,-0.8647759,-0.0739336,0.506787,-0.651519,0.0843036,-0.09525418,0.246568
Walkforward5,0.4419113,,-0.1199136,0.13032,0.100884,0.1347115,0.1428923,-0.4817597,-0.003402878,1.387688,0.2796941,0.07942505,0.07315353,-0.4014317,-0.05917251,0.2382793,-0.2347708,0.02611481,-0.03488064,0.0872314
Walkforward5,0.4588759,,-0.1182819,0.1315415,0.09366076,0.1336985,0.1470765,-0.4848683,-0.003299763,1.387206,0.2809838,0.08158423,0.06107762,-0.3611632,-0.05065054,0.2092063,-0.1554325,0.005155744,-0.02412796,0.06448776
Walkforward5,0.4758425,,-0.1172492,0.1320677,0.0845178,0.1338798,0.152178,-0.4878092,-0.003609456,1.387268,0.2817013,0.05163588,0.02630949,-0.4571479,0.009065121,0.2550766,-0.1470461,-0.01548465,0.003117323,0.03587455
Walkforward5,0.4927968,,-0.1166905,0.1321179,0.07376906,0.135042,0.1580922,-0.4905388,-0.004284041,1.38778,0.2819274,0.02793297,0.002512336,-0.5374368,0.05810857,0.2957106,-0.1364782,-0.03372923,0.02557039,0.01130402
Walkforward5,0.5164171,,-0.1157086,0.1316155,0.06182147,0.1368723,0.1653063,-0.4915346,-0.005743887,1.389001,0.2810403,0.04909635,-0.02512336,-0.5973796,0.09151772,0.3607064,-0.04978776,-0.07299232,0.06106496,-0.0443548
Walkforward5,0.5337607,,-0.1149012,0.1310741,0.05404047,0.1383018,0.1703044,-0.4911396,-0.006996777,1.39006,0.2799606,0.04036836,-0.02706721,-0.3890503,0.07147193,0.2499036,0.01974851,-0.0626445,0.05295277,-0.05398542
Walkforward5,0.5509523,,-0.1143021,0.1300214,0.04679967,0.1407605,0.1734255,-0.4864969,-0.008429101,1.391573,0.2778994,0.02995729,-0.05263612,-0.3620399,0.1229361,0.1560569,0.2321348,-0.07161617,0.07564425,-0.1030594
Walkforward5,0.5848551,,-0.1128648,0.1274053,0.03079948,0.1468718,0.1799101,-0.4751281,-0.01148876,1.394964,0.2730131,0.07186309,-0.1308046,-0.8000095,0.3055677,0.3242277,0.568442,-0.1529829,0.1695573,-0.244312
Walkforward5,0.6018062,,-0.1119455,0.1258523,0.02157444,0.150511,0.1834766,-0.4679175,-0.01317033,1.396861,0.2701107,0.04596673,-0.07764846,-0.4612517,0.1819566,0.1783252,0.3605291,-0.08407831,0.09486675,-0.1451239
Walkforward5,0.6187531,,-0.1105953,0.1238868,0.008424422,0.1550322,0.1883103,-0.4562887,-0.01522211,1.399141,0.2663675,0.06750859,-0.09827651,-0.6575011,0.2260596,0.2416834,0.5814403,-0.102589,0.1139998,-0.1871601
Walkforward5,0.6357043,,-0.1092935,0.1222974,-0.003998832,0.1593411,0.1930275,-0.4444072,-0.01719342,1.401244,0.2625727,0.0650879,-0.07947199,-0.6211627,0.2154462,0.2358608,0.5940735,-0.09856592,0.1051247,-0.189738
Walkforward5,0.6526535,,-0.1092845,0.1218512,-0.01180858,0.1625096,0.1943343,-0.4326895,-0.01845213,1.402988,0.2586995,0.0004518777,-0.02231114,-0.3904873,0.1584277,0.0653401,0.5858853,-0.06293515,0.0872016,-0.19366
Walkforward5,0.6751179,,-0.1102386,0.1209852,-0.02371853,0.1671625,0.1951545,-0.4155016,-0.02000789,1.405131,0.2538101,-0.04770383,-0.04329979,-0.5954977,0.2326436,0.04101023,0.8593932,-0.07778797,0.1071632,-0.2444714
Walkforward5,0.6928511,,-0.1113819,0.1200294,-0.03302002,0.1712773,0.1943556,-0.4000602,-0.02115997,1.406592,0.2500778,-0.0571683,-0.04778542,-0.4650744,0.2057388,-0.03994405,0.7720694,-0.05760435,0.07303953,-0.1866132
Walkforward5,0.7268609,,-0.1237334,0.1104597,-0.0503324,0.1789104,0.1834919,-0.3550976,-0.02354327,1.409748,0.2425074,-0.6175727,-0.4784856,-0.8656191,0.3816552,-0.5431876,2.248134,-0.1191651,0.1577973,-0.378523
Walkforward5,0.7438059,,-0.1290663,0.1060134,-0.05777197,0.181841,0.1766526,-0.3320976,-0.02445894,1.411,0.2391516,-0.266644,-0.222316,-0.3719784,0.1465321,-0.341963,1.149996,-0.04578345,0.06259084,-0.1677886
Walkforward5,0.7608376,,-0.1328809,0.1022988,-0.06387047,0.1842676,0.1698323,-0.3100492,-0.02520525,1.412027,0.2360145,-0.1907289,-0.1857329,-0.3049253,0.1213282,-0.3410161,1.102421,-0.0373153,0.05136728,-0.1568541
Walkforward5,0.7778216,,-0.1355037,0.09889772,-0.07311484,0.1873881,0.1616314,-0.2835424,-0.02607017,1.412923,0.2329119,-0.1311444,-0.1700521,-0.4622184,0.1560248,-0.4100442,1.325341,-0.04324615,0.04479885,-0.1551285
Walkforward5,0.7948044,,-0.1372625,0.09568243,-0.08408608,0.1902665,0.1535497,-0.2542603,-0.02696431,1.413649,0.2298267,-0.08793622,-0.1607642,-0.5485617,0.1439221,-0.4040845,1.464106,-0.04470684,0.03629923,-0.1542613
Walkforward5,0.8117718,,-0.138595,0.09309845,-0.09369533,0.1927923,0.1468303,-0.2293157,-0.02753182,1.414238,0.2272764,-0.06662905,-0.129199,-0.4804626,0.1262851,-0.3359683,1.247232,-0.02837572,0.02943873,-0.127513
Walkforward5,0.8117718,,-0.138595,0.09309845,-0.09369533,0.1927923,0.1468303,-0.2293157,-0.02753182,1.414238,0.2272764,0,0,0,0,0,0,0,0,0
Walkforward5,0.8591424,,-0.142187,0.08671267,-0.120347,0.1959589,0.1308354,-0.1671095,-0.02813915,1.415007,0.2232427,-0.1795962,-0.3192891,-1.332583,0.1583315,-0.7997468,3.110305,-0.03036652,0.03846288,-0.201688
Walkforward5,0.8760933,,-0.1435517,0.08440335,-0.1316942,0.1971943,0.1249007,-0.139654,-0.02830704,1.414676,0.2226674,-0.06823763,-0.1154661,-0.5673625,0.06176978,-0.2967347,1.372778,-0.008394569,-0.01652837,-0.0287652
Walkforward5,0.8930472,,-0.1447554,0.08216001,-0.1438859,0.1980974,0.119589,-0.1098511,-0.02847811,1.414011,0.222492,-0.0601843,-0.112167,-0.6095819,0.04515797,-0.2655871,1.490146,-0.008553267,-0.03326535,-0.008767098
Walkforward5,0.9107022,,-0.1461246,0.08050579,-0.1544137,0.1990357,0.1159144,-0.08345277,-0.02851745,1.413209,0.2226038,-0.0684604,-0.08271113,-0.5263917,0.04691109,-0.1837298,1.319914,-0.001967046,-0.04011393,0.0055857
Walkforward5,0.9447357,,-0.1492097,0.07857607,-0.1714348,0.2007839,0.1115435,-0.04011182,-0.02840976,1.411625,0.2232174,-0.1542561,-0.09648576,-0.8510553,0.08741245,-0.2185415,2.167048,0.005384441,-0.07920861,0.03068
Walkforward5,0.9616842,,-0.1509891,0.0780628,-0.1793766,0.2014055,0.1101422,-0.02007093,-0.02834044,1.410899,0.2235619,-0.08896738,-0.0256639,-0.3970891,0.03108084,-0.07006489,1.002045,0.003466196,-0.03630519,0.01722798
Walkforward5,0.978787,,-0.1534703,0.07791583,-0.188192,0.2021775,0.1087676,0.002039572,-0.02823872,1.410361,0.2237753,-0.1240589,-0.007348135,-0.4407704,0.03859848,-0.06873347,1.105525,0.005085953,-0.02689958,0.010667
Walkforward5,1.002682,,-0.1572275,0.07808287,-0.2007972,0.2024011,0.1084747,0.03273301,-0.02798659,1.409701,0.2239682,-0.1878597,0.008352101,-0.630258,0.0111796,-0.01464188,1.534672,0.01260657,-0.03297925,0.009648502
Walkforward5,1.019632,,-0.1603871,0.07872172,-0.2083034,0.2010974,0.1084566,0.0462748,-0.02738824,1.409658,0.2238319,-0.1579799,0.0319425,-0.3753103,-0.06518364,-0.000904128,0.6770896,0.02991743,-0.002133846,-0.006814301
Walkforward5,1.036834,,-0.163535,0.07941107,-0.2153921,0.1995661,0.1086968,0.05997168,-0.02677337,1.409721,0.2234651,-0.1573958,0.0344675,-0.3544345,-0.07656664,0.01200512,0.6848441,0.03074361,0.003135204,-0.01834258
Walkforward5,1.053807,,-0.1668963,0.07998891,-0.2202667,0.1981481,0.1087057,0.07326432,-0.02614199,1.410297,0.2222159,-0.1680687,0.02889186,-0.2437346,-0.07089972,0.0004496425,0.664632,0.03156886,0.02881885,-0.0624612
Walkforward5,1.070841,,-0.1707084,0.08084899,-0.2258528,0.1962031,0.1088823,0.08655486,-0.02546981,1.411003,0.2208057,-0.1906022,0.04300401,-0.2793036,-0.09724796,0.008830056,0.6645266,0.03360901,0.03527999,-0.07050931
Walkforward5,1.104777,,-0.1808632,0.08429112,-0.2399703,0.189972,0.1085718,0.1114864,-0.02403652,1.413287,0.2167715,-0.5077415,0.1721062,-0.7058725,-0.3115557,-0.01552925,1.246576,0.07166453,0.1142144,-0.2017111
Walkforward5,1.121727,,-0.1850524,0.08577747,-0.2433143,0.1879672,0.1085998,0.1199594,-0.02372057,1.414481,0.2139432,-0.2094589,0.07431768,-0.1672015,-0.1002423,0.001402572,0.4236527,0.01579765,0.05967021,-0.1414135
Walkforward5,1.138768,,-0.1892804,0.0873424,-0.2482173,0.1859773,0.1087819,0.1261329,-0.02344357,1.415437,0.2111724,-0.211399,0.07824637,-0.2451502,-0.0994958,0.009105355,0.3086727,0.01384988,0.047791,-0.1385413
Walkforward5,1.16156,,-0.1949622,0.08958207,-0.2591192,0.1823474,0.1104496,0.1274603,-0.02314844,1.415972,0.2077145,-0.2840929,0.1119837,-0.5450972,-0.1814917,0.08338355,0.06636977,0.01475634,0.02676249,-0.1728907
Walkforward5,1.178854,,-0.1990496,0.09166041,-0.2643929,0.1805485,0.1120206,0.1268835,-0.02299289,1.41668,0.2046502,-0.2043702,0.103917,-0.263682,-0.08994639,0.07855147,-0.02883822,0.007777382,0.03542304,-0.153216
Walkforward5,1.195813,,-0.2029074,0.09393393,-0.2683187,0.178848,0.1140217,0.1257552,-0.02284441,1.417467,0.2014586,-0.1928866,0.1136761,-0.19629,-0.08502603,0.1000546,-0.05641431,0.007424131,0.03931522,-0.1595832
Walkforward5,1.212765,,-0.2058475,0.09557727,-0.2713974,0.1778092,0.1155286,0.1234586,-0.02256429,1.418533,0.1985753,-0.1470052,0.08216687,-0.1539335,-0.05193874,0.07534586,-0.1148313,0.01400597,0.05332232,-0.144162
Walkforward5,1.246716,,-0.2092687,0.09941404,-0.2804204,0.1709967,0.1197841,0.1192969,-0.02076935,1.421076,0.1918528,-0.1710616,0.1918387,-0.4511535,-0.3406271,0.2127714,-0.2080861,0.08974718,0.1271427,-0.336124
Walkforward5,1.263664,,-0.2095544,0.102129,-0.2873776,0.165951,0.1226825,0.1171564,-0.01910017,1.422515,0.1876532,-0.01428723,0.1357481,-0.3478587,-0.2522826,0.1449227,-0.1070242,0.0834588,0.07193685,-0.2099827
Walkforward5,1.280782,,-0.2091337,0.1048992,-0.2979049,0.164598,0.1284623,0.1098998,-0.0172566,1.421952,0.1884581,0.02103895,0.1385082,-0.5263656,-0.06765127,0.2889909,-0.3628284,0.0921784,-0.02812743,0.0402458
Walkforward5,1.297833,,-0.2086633,0.1078434,-0.3089122,0.1642933,0.1354265,0.1016335,-0.01538778,1.42089,0.1903249,0.02351627,0.1472116,-0.5503654,-0.01523122,0.3482103,-0.4133146,0.09344099,-0.05311966,0.09333864
Walkforward5,1.32136,,-0.2069836,0.1117722,-0.321743,0.1611222,0.1406237,0.09105524,-0.01460498,1.418473,0.1959659,0.08398592,0.1964416,-0.6415412,-0.1585588,0.2598599,-0.5289149,0.03914046,-0.1208127,0.2820514
Walkforward5,1.338311,,-0.2065262,0.1149562,-0.3309571,0.1589317,0.1436653,0.0835425,-0.01393375,1.416816,0.200192,0.02287254,0.159198,-0.4607037,-0.1095258,0.152079,-0.3756374,0.03356151,-0.08286238,0.2113059
Walkforward5,1.355852,,-0.2082764,0.1190546,-0.3409489,0.1567262,0.1454503,0.07580264,-0.01256441,1.415564,0.2044323,-0.08751079,0.2049197,-0.4995883,-0.1102753,0.0892505,-0.3869928,0.0684666,-0.06261468,0.2120137
Walkforward5,1.372846,,-0.2099014,0.123208,-0.3505304,0.1550203,0.1473739,0.06734595,-0.01118961,1.414037,0.2092532,-0.08125231,0.2076689,-0.4790768,-0.0852935,0.09617731,-0.4228346,0.06874008,-0.07634163,0.2410434
Walkforward5,1.406874,,-0.2130322,0.1317853,-0.3679563,0.1532093,0.1511773,0.04782962,-0.008191573,1.410005,0.2208242,-0.1565389,0.4288685,-0.8712918,-0.09054914,0.1901723,-0.9758164,0.1499019,-0.2015889,0.5785525
Walkforward5,1.423955,,-0.2142371,0.1356396,-0.3738318,0.1529128,0.1519939,0.03956559,-0.006621742,1.408226,0.2255584,-0.0602439,0.1927152,-0.2937794,-0.01482591,0.04082695,-0.4132014,0.07849157,-0.08896589,0.2367102
Walkforward5,1.440959,,-0.2155172,0.1392939,-0.3781437,0.1525314,0.1522071,0.03126954,-0.005092167,1.406609,0.2298778,-0.0640057,0.1827113,-0.2155945,-0.01907125,0.01066178,-0.4148027,0.07647874,-0.08084774,0.215967
Walkforward5,1.458094,,-0.2168523,0.1427117,-0.3805872,0.1520495,0.1516334,0.02277951,-0.003594087,1.40519,0.2337494,-0.06675422,0.170891,-0.1221761,-0.02409443,-0.02868474,-0.4245014,0.07490403,-0.07095337,0.1935825
Walkforward5,1.481136,,-0.219497,0.1479809,-0.3812043,0.1518067,0.1497112,0.00902702,-0.001597999,1.4037,0.2386002,-0.1322329,0.2634585,-0.03085285,-0.01213625,-0.09611025,-0.6876246,0.09980438,-0.07448196,0.2425417
Walkforward5,1.498087,,-0.2216144,0.1521928,-0.38038,0.1517782,0.1478901,-0.002142062,-0.0001310871,1.40275,0.2419896,-0.1058713,0.2105974,0.04121661,-0.001425296,-0.09105653,-0.5584541,0.0733456,-0.04749894,0.1694694
Walkforward5,1.515036,,-0.2235214,0.156117,-0.3786041,0.1521613,0.1462359,-0.01191838,0.001155808,1.402076,0.2445942,-0.09535328,0.1962081,0.08879453,0.01915097,-0.08270591,-0.488816,0.06434475,-0.03373623,0.1302265
Walkforward5,1.53199,,-0.2252509,0.1600653,-0.376606,0.152546,0.1446902,-0.02155888,0.002419012,1.401396,0.2470817,-0.08647442,0.1974173,0.09990335,0.01923591,-0.0772886,-0.4820251,0.06316023,-0.03395677,0.1243748
Walkforward5,1.565998,,-0.2364634,0.1601142,-0.3605892,0.1415702,0.1365073,-0.03798552,0.00688107,1.401476,0.2499117,-0.5606219,0.002444535,0.8008406,-0.5487874,-0.4091457,-0.821332,0.2231029,0.00398159,0.1415037
Walkforward5,1.58295,,-0.2428029,0.1589836,-0.3466019,0.1385485,0.1317094,-0.04901199,0.009174085,1.401844,0.2504388,-0.3169775,-0.05653054,0.6993651,-0.1510873,-0.2398945,-0.5513232,0.1146507,0.01841784,0.02635419
Walkforward5,1.5999,,-0.2491395,0.1580945,-0.3321058,0.1354135,0.1270778,-0.06023508,0.0114815,1.402115,0.2509004,-0.3168277,-0.04445463,0.7248029,-0.1567505,-0.2315775,-0.5611548,0.1153707,0.01351833,0.0230819
Walkforward5,1.617075,,-0.2548119,0.1575433,-0.3199639,0.1367379,0.1242744,-0.06964712,0.01403242,1.402564,0.250593,-0.2836235,-0.02756119,0.6070971,0.06622076,-0.1401708,-0.4706018,0.1275462,0.02244711,-0.01537204
Walkforward5,1.639616,,-0.2623728,0.1568795,-0.3030835,0.1385438,0.1207055,-0.08216316,0.01764335,1.403185,0.2499203,-0.378041,-0.03318861,0.8440197,0.09029806,-0.1784455,-0.6258022,0.1805462,0.03107786,-0.03363565
Walkforward5,1.656566,,-0.2686408,0.1560588,-0.2886991,0.1400973,0.1180814,-0.09178301,0.02086709,1.403845,0.248935,-0.3134012,-0.04103482,0.7192224,0.07767528,-0.131207,-0.4809923,0.1611873,0.03298521,-0.04926473
Walkforward5,1.674044,,-0.2755446,0.1543511,-0.2698961,0.141811,0.1151789,-0.1047733,0.02470039,1.404853,0.2470606,-0.3451899,-0.0853844,0.940147,0.08568317,-0.1451205,-0.6495141,0.1916649,0.05041957,-0.09371936
Walkforward5,1.691034,,-0.2828474,0.1515682,-0.2470164,0.1440068,0.1119789,-0.1145163,0.0290228,1.40608,0.243412,-0.365141,-0.1391433,1.143985,0.1097903,-0.1600012,-0.4871484,0.2161205,0.06133914,-0.182429
Walkforward5,1.725029,,-0.2954645,0.146373,-0.2058291,0.1482,0.1062962,-0.1315819,0.03567415,1.407676,0.2374469,-0.6308541,-0.2597623,2.059369,0.2096601,-0.2841365,-0.8532845,0.3325676,0.07979274,-0.2982542
Walkforward5,1.742081,,-0.30113,0.143451,-0.1842052,0.1502895,0.1033577,-0.1394413,0.03870038,1.408551,0.2339764,-0.2832755,-0.1460977,1.081195,0.1044728,-0.1469236,-0.3929652,0.1513112,0.04375577,-0.1735277
Walkforward5,1.75903,,-0.3063556,0.1404067,-0.1609523,0.152335,0.100234,-0.1470164,0.04173449,1.409597,0.2298309,-0.2612814,-0.1522198,1.162641,0.1022771,-0.156185,-0.3787562,0.1517057,0.05227327,-0.2072766
Walkforward5,1.77601,,-0.3099957,0.1370538,-0.1326752,0.1545881,0.09631091,-0.1568244,0.04447293,1.410836,0.2250648,-0.1820043,-0.1676448,1.413857,0.1126543,-0.1961552,-0.4904002,0.1369217,0.06195307,-0.2383046
Walkforward5,1.79953,,-0.3124018,0.13314,-0.08763672,0.1575144,0.0901095,-0.1730843,0.04787455,1.412583,0.217751,-0.120303,-0.195688,2.251925,0.1463167,-0.3100705,-0.8129954,0.1700815,0.08738637,-0.3656887
Walkforward5,1.81648,,-0.3097757,0.1305928,-0.06129676,0.1563682,0.08674712,-0.1821555,0.04913728,1.413447,0.2138116,0.1313046,-0.1273587,1.316998,-0.0573121,-0.168119,-0.4535615,0.06313641,0.04318953,-0.1969695
Walkforward5,1.833431,,-0.3065103,0.128906,-0.03502725,0.1549853,0.08348297,-0.1911541,0.0503329,1.414183,0.2099064,0.1632705,-0.08434057,1.313475,-0.06914288,-0.1632079,-0.4499272,0.05978066,0.03677011,-0.1952611
Walkforward5,1.850378,,-0.3023031,0.1270803,-0.01069284,0.1534558,0.08057819,-0.2004126,0.05101638,1.41485,0.2065603,0.2103597,-0.09128526,1.216721,-0.07647723,-0.145239,-0.4629292,0.03417395,0.03338456,-0.1673035
Walkforward5,1.884956,,-0.2894261,0.1249112,0.04460484,0.1493286,0.07473811,-0.2228164,0.05244017,1.415927,0.2000751,0.6438494,-0.108457,2.764884,-0.206358,-0.2920039,-1.120187,0.07118974,0.05385876,-0.3242604
Walkforward5,1.901917,,-0.2807767,0.1253624,0.07509717,0.1467479,0.07202391,-0.2350488,0.05305637,1.416218,0.1969215,0.4324704,0.02256297,1.524616,-0.1290351,-0.1357101,-0.6116197,0.0308102,0.01453757,-0.1576796
Walkforward5,1.919067,,-0.2739258,0.1257691,0.0973839,0.145179,0.0700839,-0.2438452,0.05333208,1.416585,0.1941706,0.3425449,0.02033487,1.114337,-0.07844642,-0.09700023,-0.4398212,0.01378506,0.01834035,-0.1375452
Walkforward5,1.936017,,-0.266698,0.1267746,0.118996,0.1434943,0.06833858,-0.2526305,0.05352717,1.416855,0.191613,0.3613889,0.05027428,1.080603,-0.08423403,-0.08726604,-0.4392646,0.009754486,0.01350045,-0.127878
Walkforward5,1.958838,,-0.2559306,0.1281694,0.1453758,0.1415645,0.06690942,-0.2652231,0.05326133,1.417021,0.1893021,0.5383715,0.06973818,1.318991,-0.09648874,-0.07145777,-0.6296322,-0.01329184,0.008308887,-0.1155451
Walkforward5,1.975889,,-0.2469663,0.1296666,0.1663528,0.1399546,0.06632753,-0.2770619,0.05284705,1.416934,0.188197,0.4482158,0.07486269,1.048849,-0.08049533,-0.02909452,-0.5919367,-0.02071392,-0.00436306,-0.05525798
Walkforward5,1.992886,,-0.2373005,0.1317265,0.1883204,0.1381047,0.06628931,-0.2908941,0.05226559,1.416645,0.1876213,0.4832886,0.1029924,1.098383,-0.09249896,-0.001911446,-0.6916106,-0.0290731,-0.01446605,-0.02878234
Walkforward5,2.026838,,-0.2222367,0.1350209,0.2200134,0.1362513,0.06775042,-0.3125539,0.05095745,1.416002,0.18776,0.7531889,0.1647189,1.584647,-0.09266809,0.07305555,-1.082991,-0.06540697,-0.03211498,0.006931275
Walkforward5,2.043788,,-0.2159077,0.1362137,0.2322121,0.1361441,0.06921953,-0.3222779,0.05024604,1.415636,0.1884003,0.3164515,0.05964413,0.6099366,-0.005360693,0.07345565,-0.4861996,-0.03557038,-0.01832247,0.03201663
Walkforward5,2.060826,,-0.2102122,0.1373236,0.2432876,0.136359,0.07107845,-0.3318506,0.04952051,1.415231,0.1892886,0.2847746,0.0554949,0.5537756,0.01074597,0.09294599,-0.4786342,-0.0362765,-0.02026558,0.0444144
Walkforward5,2.07788,,-0.2035366,0.1380019,0.2536498,0.1368957,0.07403696,-0.3430488,0.04829063,1.414798,0.1907063,0.3337786,0.03391132,0.5181097,0.02683625,0.1479253,-0.5599082,-0.06149393,-0.02164841,0.07088557
Walkforward5,2.094847,,-0.196627,0.1386053,0.2635543,0.13749,0.07767932,-0.3549578,0.04682136,1.414322,0.192385,0.3454819,0.03016964,0.4952237,0.02971441,0.1821183,-0.5954519,-0.07346366,-0.02377033,0.08393377
Walkforward5,2.117873,,-0.1889786,0.1375233,0.2697703,0.1381136,0.08270428,-0.3677123,0.04499772,1.413949,0.1946714,0.3824189,-0.05409867,0.310801,0.03117844,0.2512477,-0.6377265,-0.09118207,-0.01866221,0.1143217
Walkforward5,2.134825,,-0.1838066,0.136174,0.2724408,0.1384794,0.08649747,-0.3762694,0.04368139,1.413747,0.1963806,0.2585977,-0.06746501,0.1335248,0.01829192,0.1896597,-0.4278541,-0.06581657,-0.01011491,0.08545816
Walkforward5,2.151772,,-0.1794219,0.1331991,0.2715579,0.1387967,0.09049206,-0.3841709,0.04222199,1.413836,0.1983347,0.2192348,-0.1487464,-0.0441432,0.01586303,0.1997296,-0.3950775,-0.07297006,0.004452467,0.09770691
Walkforward5,2.186315,,-0.1727132,0.1296485,0.2671334,0.1406784,0.0982215,-0.4028254,0.0387251,1.413605,0.2015124,0.3354378,-0.177528,-0.2212241,0.09408668,0.386472,-0.9327218,-0.1748443,-0.01152158,0.1588836
Walkforward5,2.203303,,-0.1693626,0.1295778,0.263909,0.1414406,0.1019573,-0.4126573,0.03652187,1.413271,0.2025434,0.1675315,-0.003533065,-0.1612246,0.03811121,0.1867887,-0.4915953,-0.1101613,-0.01670122,0.05155057
Walkforward5,2.220305,,-0.1622773,0.132359,0.2606767,0.1401975,0.1057456,-0.4214904,0.03310027,1.412714,0.2025964,0.3542654,0.1390599,-0.1616135,-0.06215647,0.1894154,-0.441654,-0.1710804,-0.02786517,0.002647936
Walkforward5,2.237302,,-0.15802,0.1360849,0.2573934,0.1385923,0.1089086,-0.4297391,0.03053718,1.41189,0.2030712,0.2128623,0.1862936,-0.1641661,-0.08025914,0.1581512,-0.4124358,-0.1281541,-0.04119873,0.02374277
Walkforward5,2.254319,,-0.1560927,0.1410412,0.2522922,0.134963,0.109727,-0.4365045,0.03051785,1.410412,0.2049631,0.09636432,0.2478167,-0.2550602,-0.1814656,0.04092045,-0.3382713,-0.0009665266,-0.07390976,0.09459257
Walkforward5,2.277685,,-0.150953,0.1461142,0.2428081,0.1315755,0.1137897,-0.4492756,0.03009772,1.407849,0.2092077,0.2569839,0.2536505,-0.4742019,-0.169374,0.2031364,-0.6385535,-0.02100691,-0.1281142,0.2122335
Walkforward5,2.294635,,-0.1457512,0.1485835,0.2340522,0.1302682,0.1191306,-0.4613794,0.0295154,1.405545,0.2136188,0.2600916,0.1234651,-0.4377961,-0.06536916,0.267043,-0.6051913,-0.02911594,-0.1152456,0.2205551
Walkforward5,2.311586,,-0.1437958,0.1500414,0.2262758,0.1300859,0.1241753,-0.4710802,0.02943697,1.403921,0.2173999,0.0977695,0.07289499,-0.388822,-0.009111315,0.2522331,-0.4850417,-0.003921334,-0.08116364,0.1890518
Walkforward5,2.346242,,-0.1433627,0.1519424,0.210336,0.1320802,0.1337215,-0.4873249,0.02967739,1.401355,0.2247544,0.02165362,0.09504929,-0.7969901,0.09971261,0.4773125,-0.812231,0.01202123,-0.1283348,0.3677256
Walkforward5,2.363213,,-0.1437884,0.152829,0.201727,0.1340786,0.1379964,-0.4941912,0.02974847,1.400174,0.2285403,-0.02128184,0.04432946,-0.4304454,0.09991899,0.2137452,-0.3433168,0.003553741,-0.05905032,0.1892947
Walkforward5,2.380198,,-0.1439905,0.152687,0.1913736,0.1362588,0.1431896,-0.5008773,0.02927283,1.398474,0.2340103,-0.0101082,-0.007102638,-0.5176716,0.1090132,0.2596579,-0.3343061,-0.02378197,-0.08499622,0.2734996
Walkforward5,2.397201,,-0.1442133,0.1524207,0.1805679,0.1384138,0.1486381,-0.5074899,0.02862953,1.396564,0.2398605,-0.01114011,-0.01331568,-0.5402863,0.1077473,0.2724253,-0.3306299,-0.03216481,-0.09547472,0.2925113
Walkforward5,2.414305,,-0.1459411,0.1511123,0.1727917,0.139535,0.152469,-0.5108834,0.02834723,1.395568,0.243542,-0.08638576,-0.06541535,-0.3888078,0.05606189,0.1915455,-0.1696736,-0.01411512,-0.04982352,0.1840763
Walkforward5,2.436661,,-0.1483347,0.1493284,0.1632287,0.1406453,0.1570048,-0.5139702,0.0280211,1.394596,0.2474971,-0.1196831,-0.08919686,-0.4781507,0.05551353,0.2267912,-0.1543403,-0.01630653,-0.04856586,0.1977548
Walkforward5,2.45361,,-0.149105,0.148551,0.1553286,0.1415096,0.160521,-0.5145424,0.02750414,1.394343,0.2492705,-0.03851503,-0.03887042,-0.3950074,0.04321784,0.1758076,-0.02861023,-0.02584811,-0.01266599,0.08867085
Walkforward5,2.47056,,-0.1498112,0.1476362,0.1464914,0.1423081,0.1644105,-0.5145934,0.02684142,1.394202,0.250881,-0.03530681,-0.04574209,-0.4418574,0.03992394,0.1944773,-0.002548099,-0.03313581,-0.007051229,0.08052289
Walkforward5,2.505241,,-0.1506121,0.1445372,0.122592,0.1438627,0.1747508,-0.5105311,0.02452897,1.394827,0.2527942,-0.04004687,-0.154949,-1.194972,0.07773116,0.5170144,0.2031147,-0.1156226,0.03123879,0.09566098
Walkforward5,2.522234,,-0.1509772,0.142871,0.1129747,0.1442331,0.1785111,-0.5068729,0.02357936,1.395404,0.2528404,-0.01825392,-0.08330941,-0.4808668,0.01851618,0.1880161,0.1829088,-0.04748031,0.02885461,0.00230968
Walkforward5,2.539184,,-0.1518805,0.1411089,0.1034381,0.1450883,0.1817921,-0.5021904,0.02242286,1.396091,0.2526097,-0.04516393,-0.08810535,-0.476829,0.0427641,0.1640506,0.2341241,-0.05782526,0.0343442,-0.01153648
Walkforward5,2.556215,,-0.1538287,0.1390566,0.09397922,0.1468249,0.1840044,-0.4957154,0.020878,1.397026,0.2518685,-0.09741187,-0.1026131,-0.4729427,0.08682609,0.110615,0.3237516,-0.07724306,0.04677176,-0.03705621
Walkforward5,2.573162,,-0.1561317,0.1369688,0.08329274,0.1490211,0.1856005,-0.4868563,0.0192514,1.398202,0.2506127,-0.1151495,-0.1043893,-0.534324,0.1098134,0.07980093,0.4429549,-0.08132989,0.05879998,-0.06279349
