uniqueID,AnimationName,Timestamp,Root_P_x_0,Root_P_z_0,Root_F_x_0,Root_F_z_0,Root_P_x_1,Root_P_z_1,Root_F_x_1,Root_F_z_1,Root_P_x_2,Root_P_z_2,Root_F_x_2,Root_F_z_2,Root_P_x_3,Root_P_z_3,Root_F_x_3,Root_F_z_3
1428,Walkforward4,1.909108,0.06518605,0.1964635,0.001715916,0.6860608,0.09474467,0.3495827,0.0699756,0.6824851,0.1436416,0.4468001,0.1952797,0.657684,0.1937814,0.5320844,0.2625378,0.6338426
1429,Walkforward4,1.926056,0.06621366,0.1969607,0.004555407,0.6860479,0.09657034,0.3479131,0.07800592,0.6816139,0.1490518,0.4440898,0.2082186,0.6537029,0.1971689,0.5317596,0.2646894,0.6329471
1430,Walkforward4,1.943007,0.06232396,0.1916869,0.007280321,0.6860244,0.09403951,0.3415213,0.08598394,0.6806536,0.1470333,0.4324118,0.2148507,0.6515533,0.1962188,0.5272524,0.2657293,0.6325112
1431,Walkforward4,1.959955,0.05508935,0.1826493,0.009713203,0.6859943,0.09144789,0.3399442,0.1057767,0.6778597,0.1418309,0.4171767,0.2216543,0.6492703,0.1919249,0.5193964,0.2661696,0.6323261
1432,Walkforward4,1.977047,0.05026973,0.187801,0.01578754,0.6858814,0.087363,0.3316379,0.1142583,0.6764817,0.1383546,0.4056042,0.227978,0.6470769,0.1896845,0.5143611,0.2674418,0.631789
1433,Walkforward4,2.010982,0.04027712,0.1702123,0.02086721,0.6857456,0.07936377,0.310563,0.12332,0.6748887,0.1308455,0.3817218,0.2337329,0.6450205,0.1836163,0.4964503,0.2693215,0.63099
1434,Walkforward4,2.027947,0.03686775,0.1647599,0.02455499,0.6856235,0.07809661,0.3012241,0.1308587,0.6734676,0.1295592,0.3710017,0.237792,0.6435352,0.1886238,0.5015841,0.2714573,0.6300742
1435,Walkforward4,2.044951,0.03470525,0.1605912,0.02861758,0.6854659,0.07757341,0.2929862,0.1394624,0.6717386,0.1332402,0.370014,0.2461992,0.6403658,0.1888955,0.4962961,0.2726477,0.6295599
1436,Walkforward4,2.061923,0.03282061,0.156995,0.0328731,0.685275,0.08145953,0.2905295,0.1590293,0.6673771,0.133913,0.3649575,0.250801,0.6385776,0.1894218,0.4913921,0.273982,0.6289804
1437,Walkforward4,2.07894,0.03126017,0.1542799,0.03975082,0.6849105,0.08077323,0.2817533,0.1663616,0.6655872,0.1329695,0.3586431,0.2546269,0.6370618,0.1889813,0.4862809,0.2747073,0.628664
1438,Walkforward4,2.09589,0.03219799,0.16199,0.05300245,0.6840126,0.07991759,0.2735067,0.1741797,0.6635841,0.1310764,0.3513077,0.2580513,0.6356823,0.1883455,0.4814749,0.2752571,0.6284235
1439,Walkforward4,2.129935,0.02695877,0.1463005,0.05671531,0.6837147,0.07488424,0.2526232,0.1807285,0.6618306,0.1250206,0.331925,0.2583953,0.6355426,0.1842573,0.4676778,0.2729588,0.6294252
1440,Walkforward4,2.14691,0.02663464,0.1440848,0.06150325,0.6833007,0.07482101,0.2459237,0.1870706,0.660066,0.1277556,0.3359416,0.2609517,0.6344973,0.189511,0.4769321,0.2709935,0.6302738
1441,Walkforward4,2.163928,0.0265655,0.1421565,0.06622717,0.6828591,0.07492792,0.2396409,0.1916656,0.6587464,0.1287294,0.3356611,0.2604809,0.6346907,0.1897341,0.4747076,0.2687082,0.6312515
1442,Walkforward4,2.180897,0.02732416,0.1411455,0.0710685,0.6823722,0.07882465,0.237851,0.2015583,0.6557872,0.1303264,0.3369676,0.2590023,0.6352955,0.1902455,0.4732661,0.2654248,0.6326391
1443,Walkforward4,2.197867,0.02823522,0.1403495,0.07627434,0.6818099,0.07992821,0.2319861,0.2055428,0.6545492,0.1320543,0.3386508,0.2571905,0.6360311,0.1909153,0.4722596,0.2619976,0.6340661
1444,Walkforward4,2.231899,0.03098443,0.1373071,0.09074786,0.6800348,0.07964573,0.2156358,0.2072299,0.654017,0.1318631,0.329682,0.2528324,0.6377761,0.1897536,0.4637767,0.2550805,0.6368802
1445,Walkforward4,2.24888,0.03190748,0.1342226,0.09481569,0.6794796,0.08075745,0.2096206,0.2093317,0.6533474,0.1333501,0.330447,0.2500048,0.6388897,0.1918811,0.4715751,0.2467438,0.6401562
1446,Walkforward4,2.265845,0.03297579,0.1310389,0.09879091,0.678913,0.08184594,0.2040159,0.2102134,0.6530642,0.1396035,0.3420398,0.2487323,0.6393862,0.1895389,0.4688352,0.2400318,0.6427031
1447,Walkforward4,2.282864,0.03386859,0.1273181,0.102808,0.6783163,0.08239219,0.1991705,0.2108909,0.6528457,0.1400528,0.3418444,0.2461497,0.6403849,0.1853805,0.4652033,0.2320275,0.6456359
1448,Walkforward4,2.299819,0.03491391,0.1235659,0.1074782,0.677592,0.08686856,0.2031448,0.2155816,0.6513118,0.1403985,0.3415168,0.2435294,0.641386,0.181327,0.4619018,0.2236982,0.6485689
1449,Walkforward4,2.316769,0.03883833,0.1256089,0.1201264,0.6754644,0.08689495,0.2029487,0.2134114,0.6520261,0.1382199,0.3405817,0.2378207,0.6435245,0.1752559,0.4613158,0.210973,0.6528192
1450,Walkforward4,2.350812,0.03596573,0.1102748,0.1143481,0.6764666,0.08205435,0.1909738,0.2045564,0.6548582,0.1309988,0.3305935,0.225885,0.6478105,0.1630155,0.4521396,0.1916695,0.6587453
1451,Walkforward4,2.367803,0.03622488,0.1052205,0.116009,0.6761837,0.08044786,0.1871629,0.2019833,0.6556563,0.1301926,0.3332809,0.2199913,0.6498356,0.1569093,0.4599606,0.1699937,0.6646689
1452,Walkforward4,2.384804,0.036203,0.1009659,0.1187541,0.6757071,0.07879142,0.1845641,0.198519,0.6567136,0.132382,0.3461087,0.2134004,0.6520298,0.1497514,0.4595331,0.1545478,0.6684292
1453,Walkforward4,2.401762,0.03619145,0.09681294,0.1204606,0.6754049,0.07990585,0.1916515,0.1965193,0.6573148,0.1303048,0.3467492,0.2065172,0.6542424,0.1423014,0.4598444,0.137547,0.6721334
1454,Walkforward4,2.418707,0.03583465,0.09286235,0.1200104,0.675485,0.07904276,0.1940924,0.1910063,0.6589378,0.1276409,0.3472107,0.1984625,0.6567307,0.1336036,0.4620569,0.1166033,0.6760815
1455,Walkforward4,2.43573,0.0383128,0.09269923,0.1249452,0.6745896,0.07809599,0.1970728,0.1843618,0.6608276,0.1247708,0.3479388,0.1898798,0.6592633,0.1247157,0.4633787,0.0956758,0.679359
1456,Walkforward4,2.469791,0.03494817,0.07987963,0.1117619,0.6768987,0.07160782,0.1927979,0.1654954,0.6658031,0.1141909,0.344602,0.1685969,0.6650245,0.1059759,0.45607,0.06364042,0.6831049
1457,Walkforward4,2.486735,0.03518746,0.07684241,0.1110234,0.6770202,0.0704614,0.1972124,0.1584874,0.667506,0.1118155,0.3562242,0.1559048,0.6681139,0.0960459,0.4639068,0.02918813,0.6854419
1458,Walkforward4,2.503716,0.03523497,0.07425947,0.1091348,0.6773272,0.06914122,0.2015991,0.1515143,0.6691232,0.1062898,0.3568205,0.144983,0.6705688,0.08751544,0.4652391,0.005204273,0.6860433
1459,Walkforward4,2.520664,0.03468671,0.07243746,0.106117,0.6778065,0.07028158,0.2177631,0.1462941,0.6702839,0.09916829,0.3567742,0.1326576,0.6731155,0.07845031,0.4679604,-0.021991,0.6857105
1460,Walkforward4,2.537742,0.03392294,0.0715552,0.1021652,0.6784135,0.06766909,0.2216945,0.1389786,0.6718389,0.09160185,0.3570955,0.1193317,0.6756053,0.06906824,0.4695882,-0.04837735,0.6843553
1461,Walkforward4,2.571729,0.03144327,0.07453305,0.09142088,0.6799446,0.05846175,0.2204175,0.1207221,0.6753582,0.07552936,0.3544069,0.09340824,0.6796744,0.04970863,0.4646028,-0.08391197,0.6809121
1462,Walkforward4,2.588758,0.03053426,0.07988805,0.08850139,0.6803308,0.05538316,0.2246624,0.1140655,0.6765143,0.06829301,0.3582586,0.07919357,0.681477,0,0,0,0
1463,Walkforward4,2.605712,0.0288245,0.0825706,0.08444856,0.6808457,0.0520757,0.2286822,0.1066923,0.6777162,0.05896221,0.3700389,0.05515439,0.6838425,0,0,0,0
1464,Walkforward4,2.622706,0.02665895,0.08352181,0.07874057,0.6815295,0.04885837,0.2362707,0.09750911,0.6790982,0.04976815,0.3728095,0.03651317,0.6850907,0,0,0,0
1465,Walkforward4,2.639717,0.02463042,0.08484985,0.07337464,0.6821281,0.0473544,0.2535277,0.08886632,0.6802832,0.04071953,0.3760228,0.01739539,0.6858425,0,0,0,0
1466,Walkforward4,2.656699,0.02379059,0.09602822,0.07126216,0.682352,0.04456442,0.2577805,0.08165637,0.6811863,0.03167973,0.3806045,-0.003458897,0.6860543,0,0,0,0
1467,Walkforward4,2.690721,0.01923989,0.09813812,0.06010661,0.6834249,0.03734128,0.2577606,0.0678487,0.6826998,0.01745006,0.3802161,-0.02964849,0.6854221,0,0,0,0
1468,Walkforward4,2.707728,0.01701068,0.1054732,0.05428265,0.6839122,0.03390358,0.2624882,0.05999824,0.6834345,0.00879635,0.3827359,-0.04848967,0.6843473,0,0,0,0
1469,Walkforward4,2.724695,0.01438222,0.1129221,0.04760231,0.6844096,0.03001209,0.269809,0.05079179,0.6841803,-0.002581112,0.391811,-0.08211944,0.6811306,0,0,0,0
1470,Walkforward4,2.741654,0.01227317,0.1196335,0.04230139,0.6847577,0.02589701,0.2833689,0.039653,0.6849161,-0.01057994,0.3943175,-0.1039937,0.6781355,0,0,0,0
1471,Walkforward4,2.758655,0.01052738,0.1258436,0.03823954,0.6849965,0.02137098,0.2850796,0.03155888,0.6853368,-0.01794068,0.3975323,-0.1277888,0.6740568,0,0,0,0
1472,Walkforward4,2.775665,0.01014301,0.1429598,0.03624409,0.685105,0.01622532,0.2848102,0.02232938,0.6856996,-0.02451967,0.3988287,-0.1497488,0.6695206,0,0,0,0
1473,Walkforward4,2.809649,0.006630884,0.137843,0.02856464,0.6854681,0.008364646,0.2753319,0.008567296,0.6860096,-0.03387598,0.3890251,-0.1738981,0.663658,0,0,0,0
1474,Walkforward4,2.826647,0.005446651,0.1379755,0.02508491,0.6856043,0.003607718,0.2730351,-0.002564165,0.6860582,0,0,0,0,0,0,0,0
1475,Walkforward4,2.843598,0.004639515,0.1393096,0.02176291,0.6857178,-0.0005904132,0.2734262,-0.01345972,0.685931,0,0,0,0,0,0,0,0
1476,Walkforward4,2.860631,0.004103434,0.1421494,0.01867262,0.6858089,-0.007241471,0.2832183,-0.03322517,0.6852581,0,0,0,0,0,0,0,0
1477,Walkforward4,2.877611,0.003745398,0.1480667,0.01579504,0.6858813,-0.01164065,0.2837389,-0.04548018,0.684554,0,0,0,0,0,0,0,0
1478,Walkforward4,2.911611,0.003486472,0.1538827,0.01089349,0.6859766,-0.01704159,0.2748276,-0.06074587,0.6833684,0,0,0,0,0,0,0,0
1479,Walkforward4,2.928612,0.003644259,0.1517967,0.008917048,0.6860051,-0.02220013,0.2725602,-0.07623425,0.6818144,0,0,0,0,0,0,0,0
1480,Walkforward4,2.945618,0.004029962,0.1488333,0.006950059,0.6860279,-0.02665793,0.2690384,-0.09040365,0.6800807,0,0,0,0,0,0,0,0
1481,Walkforward4,2.962577,0.004481412,0.1459312,0.005193121,0.6860434,-0.03015452,0.263788,-0.1030208,0.678284,0,0,0,0,0,0,0,0
1482,Walkforward4,2.979575,0.004398561,0.145991,0.002420086,0.6860588,-0.03671653,0.265391,-0.1299452,0.6736444,0,0,0,0,0,0,0,0
1483,Walkforward4,2.996601,0.003078781,0.1527532,-0.003498208,0.6860541,-0.04030325,0.2611883,-0.1464341,0.6702533,0,0,0,0,0,0,0,0
1484,Walkforward4,3.030625,0.00056832,0.1362728,-0.009311106,0.6859999,-0.04537047,0.2461848,-0.1677042,0.6652502,0,0,0,0,0,0,0,0
1485,Walkforward4,3.047619,-0.00194966,0.1314086,-0.01506605,0.6858976,-0.04884673,0.2430376,-0.186007,0.6603665,0,0,0,0,0,0,0,0
1486,Walkforward4,3.064626,-0.004469359,0.1270736,-0.02108948,0.6857388,-0.05158424,0.2388349,-0.2024184,0.6555222,0,0,0,0,0,0,0,0
1487,Walkforward4,3.081635,-0.007112344,0.1260865,-0.02840499,0.6854748,0,0,0,0,0,0,0,0,0,0,0,0
1488,Walkforward4,3.098577,-0.009787235,0.1253106,-0.03590795,0.6851227,0,0,0,0,0,0,0,0,0,0,0,0
1489,Walkforward4,3.115526,-0.01531473,0.1285574,-0.05211386,0.6840809,0,0,0,0,0,0,0,0,0,0,0,0
1490,Walkforward4,3.14995,-0.01877299,0.1132007,-0.06103423,0.6833428,0,0,0,0,0,0,0,0,0,0,0,0
1491,Walkforward4,3.1669,-0.02260339,0.1114608,-0.07115676,0.682363,0,0,0,0,0,0,0,0,0,0,0,0
1492,Walkforward4,3.18385,-0.02751452,0.1116609,-0.08395704,0.6809066,0,0,0,0,0,0,0,0,0,0,0,0
1493,Walkforward4,3.200937,-0.0320029,0.1109152,-0.09608596,0.6793011,0,0,0,0,0,0,0,0,0,0,0,0
1494,Walkforward4,3.217913,-0.03535577,0.106031,-0.1061811,0.6777965,0,0,0,0,0,0,0,0,0,0,0,0
1495,Walkforward4,3.251909,-0.03982746,0.1012816,-0.1273392,0.6741418,0,0,0,0,0,0,0,0,0,0,0,0
1496,Walkforward4,3.268863,-0.04126199,0.1020025,-0.1398921,0.6716492,0,0,0,0,0,0,0,0,0,0,0,0
1497,Walkforward4,3.285811,-0.04182597,0.1050819,-0.1541654,0.6685174,0,0,0,0,0,0,0,0,0,0,0,0
1498,Walkforward4,3.302759,-0.04175677,0.1068587,-0.1666746,0.6655089,0,0,0,0,0,0,0,0,0,0,0,0
1499,Walkforward4,3.319869,-0.04058354,0.1056543,-0.1758375,0.6631468,0,0,0,0,0,0,0,0,0,0,0,0
1500,Walkforward4,3.336884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,Walkforward4,3.37085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,Walkforward4,3.387799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,Walkforward4,3.404847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,Walkforward4,3.421791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,Walkforward4,3.43874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,Walkforward4,3.455752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Walkforward4,3.489747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,Walkforward4,3.506763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,Walkforward4,3.523726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,Walkforward4,3.540675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,Walkforward4,3.557695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,Walkforward5,0,-0.03438911,0.1112683,-0.04286757,0.6847225,-0.05257121,0.2987567,-0.1021042,0.6784226,-0.05525403,0.4419176,-0.08837126,0.6803477,-0.07221922,0.5821282,-0.07108922,0.68237
1513,Walkforward5,0.01694963,-0.03105592,0.1301863,-0.02865223,0.6854645,-0.04718526,0.3042752,-0.0960156,0.679311,-0.04772441,0.4472383,-0.07848367,0.6815591,-0.06262823,0.5876323,-0.06518345,0.6829594
1514,Walkforward5,0.05112363,-0.02256957,0.1357107,-0.01944371,0.6857875,-0.0357743,0.3037519,-0.08378688,0.6809275,-0.03307563,0.4474612,-0.06282834,0.6831802,-0.04429003,0.5878521,-0.05348283,0.6839752
1515,Walkforward5,0.06807286,-0.01848176,0.1437128,-0.01774719,0.6858335,-0.0309239,0.3064493,-0.07853709,0.6815529,-0.02836722,0.4616692,-0.04981239,0.6842523,-0.0333064,0.6001765,-0.04957882,0.6842693
1516,Walkforward5,0.08502012,-0.0141114,0.1464902,-0.01641943,0.6858665,-0.02652671,0.3075466,-0.07288065,0.682181,-0.02214647,0.4637794,-0.04261099,0.6847385,-0.023025,0.6015506,-0.04435743,0.6846276
1517,Walkforward5,0.1020744,-0.01000928,0.1494717,-0.01642303,0.6858665,-0.02452735,0.3224352,-0.06672608,0.6828105,-0.01613467,0.4659379,-0.0356322,0.6851372,-0.01307851,0.6031734,-0.03919676,0.6849424
1518,Walkforward5,0.1190236,-0.007384917,0.1542729,-0.01989527,0.6857745,-0.02261808,0.3300155,-0.06227618,0.6832307,-0.01236999,0.4701972,-0.0303168,0.6853929,-0.005694781,0.6068638,-0.03549452,0.6851443
1519,Walkforward5,0.1530764,-0.003586467,0.1613742,-0.02231692,0.6856999,-0.01779488,0.3274559,-0.05465089,0.6838828,-0.005652357,0.4672856,-0.02225298,0.685702,0.004883343,0.6036471,-0.02912951,0.6854444
1520,Walkforward5,0.1700687,-0.002507723,0.1648245,-0.02438585,0.6856295,-0.01687467,0.3299679,-0.05099816,0.684165,-0.003687917,0.4694853,-0.01911651,0.6857967,0.01008527,0.6184486,-0.02774266,0.6855019
1521,Walkforward5,0.187282,-0.002302929,0.1658808,-0.02948264,0.6854293,-0.01653343,0.3272629,-0.04884744,0.6843219,-0.003701484,0.4776226,-0.01814576,0.685823,0.0118531,0.6172295,-0.02807244,0.6854885
1522,Walkforward5,0.2043189,-0.002390395,0.1656465,-0.03602614,0.6851165,-0.0166452,0.3242733,-0.04759721,0.68441,-0.00380226,0.4756966,-0.01890811,0.6858025,0.01243734,0.6156495,-0.02917897,0.6854423
1523,Walkforward5,0.2214051,-0.00348615,0.1641165,-0.045905,0.6845255,-0.004800694,0.328126,-0.04578801,0.6845334,-0.005934459,0.473912,-0.02337054,0.6856648,0.009815914,0.6133239,-0.03289221,0.6852741
1524,Walkforward5,0.2383527,-0.004935865,0.1645232,-0.054385,0.6839041,-0.00302028,0.3240252,-0.04758364,0.6844109,-0.008335249,0.4723036,-0.02831349,0.6854786,0.006099225,0.6120492,-0.03664728,0.6850836
1525,Walkforward5,0.272267,-0.008192921,0.1652263,-0.06644715,0.6828377,-0.003377242,0.3083313,-0.05263222,0.6840413,-0.01244033,0.4583655,-0.03660397,0.6850859,-0.00130288,0.6000197,-0.04307733,0.6847093
1526,Walkforward5,0.2892142,-0.007644657,0.1598172,-0.06380279,0.6830899,-0.001426505,0.3026461,-0.0461842,0.6845068,-0.0088976,0.4525754,-0.03407681,0.6852162,-0.002144309,0.6108833,-0.03893096,0.6849576
1527,Walkforward5,0.3061635,-0.007378308,0.1549611,-0.06048503,0.6833916,0.0002263113,0.2984945,-0.03946178,0.6849272,-0.0030118,0.4566943,-0.03186145,0.6853228,-0.00035544,0.6104785,-0.03271688,0.6852825
1528,Walkforward5,0.323361,-0.007297658,0.1519265,-0.05648052,0.6837342,0.0002716115,0.3069828,-0.02768361,0.6855043,0.001979836,0.4551434,-0.02795966,0.6854931,0.00220162,0.611967,-0.02416722,0.6856372
1529,Walkforward5,0.3403343,-0.007299553,0.1501187,-0.0510082,0.6841642,0.002079115,0.3061313,-0.02067219,0.6857516,0.007792392,0.4536452,-0.02278933,0.6856845,0.006654499,0.6121994,-0.01598579,0.6858768
1530,Walkforward5,0.3573199,-0.00848617,0.1617116,-0.04314445,0.6847051,0.004849214,0.3048397,-0.01198884,0.6859583,0.01481419,0.4523515,-0.01561097,0.6858854,0.01338151,0.6111043,-0.007264654,0.6860246
1531,Walkforward5,0.3913229,-0.007730121,0.1550559,-0.03347007,0.6852461,0.008407859,0.2946821,-0.001448009,0.6860615,0.02285201,0.4417633,-0.006817309,0.6860292,0.0216906,0.6002549,0.002040304,0.68606
1532,Walkforward5,0.4082871,-0.007603401,0.15501,-0.02787506,0.6854965,0.00999601,0.2942581,0.004569197,0.6860478,0.02870893,0.4528898,-0.003359229,0.6860548,0.02578996,0.6094986,0.005652994,0.6860397
1533,Walkforward5,0.4252988,-0.007059216,0.1526702,-0.02101194,0.6857412,0.01221985,0.2914769,0.01091057,0.6859763,0.03353907,0.4503235,0.001411446,0.6860616,0.03061927,0.6066799,0.01087187,0.6859769
1534,Walkforward5,0.442248,-0.005904005,0.1503605,-0.01329863,0.6859341,0.01470705,0.2998526,0.01743959,0.6858413,0.03843757,0.4486036,0.006854833,0.6860288,0.03524127,0.6051963,0.01683345,0.6858565
1535,Walkforward5,0.4591968,-0.004561123,0.1488848,-0.005062686,0.6860444,0.01764745,0.2992202,0.02365755,0.6856551,0.04332907,0.4473106,0.01303372,0.6859393,0.03994392,0.6048453,0.02337074,0.6856648
1536,Walkforward5,0.4763051,0.01056446,0.1517564,0.004813755,0.6860461,0.02018396,0.2972291,0.02725363,0.6855215,0.04647626,0.4452429,0.01777539,0.6858327,0.04195962,0.6031581,0.02809544,0.6854875
1537,Walkforward5,0.51029,0.01517602,0.1349593,0.01196698,0.6859587,0.02274393,0.2831398,0.0312571,0.6853507,0.04896862,0.4320819,0.02344123,0.6856624,0.04255146,0.599246,0.03293804,0.6852719
1538,Walkforward5,0.5272787,0.01860938,0.1325324,0.01498609,0.6858994,0.02436529,0.2827297,0.03103931,0.6853606,0.04742495,0.4485998,0.02493774,0.6856097,0.0425633,0.5992683,0.03359215,0.6852402
1539,Walkforward5,0.5442824,0.01959665,0.1330455,0.01832892,0.6858182,0.02624434,0.2830136,0.03044942,0.685387,0.04715506,0.4531245,0.02782673,0.6854985,0.04708365,0.5989962,0.03312767,0.6852628
1540,Walkforward5,0.5612553,0.02044447,0.1342057,0.02147339,0.6857269,0.03125757,0.2920689,0.02907885,0.6854466,0.04734011,0.4576968,0.03236028,0.6852995,0.05277833,0.5988989,0.03222727,0.6853057
1541,Walkforward5,0.5782567,0.02080282,0.1444525,0.02889775,0.6854542,0.03471403,0.2919684,0.02862172,0.6854658,0.04827073,0.4597642,0.03505281,0.685167,0.05520966,0.5969253,0.0292603,0.6854388
1542,Walkforward5,0.612229,0.02217259,0.1315972,0.02972252,0.6854189,0.038699,0.2782938,0.02760616,0.6855074,0.05008535,0.447128,0.03589176,0.6851236,0.05721959,0.5810843,0.02520865,0.6855997
1543,Walkforward5,0.6292319,0.02291352,0.1275562,0.03046451,0.6853863,0.04198385,0.2741691,0.02684481,0.6855376,0.05110504,0.4432336,0.0355078,0.6851435,0.05343178,0.5817946,0.01720061,0.6858473
1544,Walkforward5,0.6461807,0.02323825,0.1272713,0.0309295,0.6853655,0.0446072,0.2735071,0.02556466,0.6855866,0.05183188,0.4527565,0.03352243,0.6852436,0.04887779,0.5788832,0.00976981,0.6859935
1545,Walkforward5,0.6632638,0.02346917,0.1278933,0.03121271,0.6853526,0.04832942,0.2856784,0.02329054,0.6856676,0.05156569,0.4526428,0.03187607,0.6853221,0.04390647,0.5769879,0.001868854,0.6860605
1546,Walkforward5,0.6802983,0.02315883,0.1290291,0.03029825,0.6853937,0.04896,0.2872095,0.02080533,0.6857475,0.04995407,0.4539528,0.03012491,0.6854013,0.03722215,0.5768057,-0.006684257,0.6860305
1547,Walkforward5,0.6972483,0.02298683,0.1403277,0.02902557,0.6854488,0.04922737,0.2886565,0.01844549,0.685815,0.04786851,0.4556197,0.02842986,0.6854737,0.03026423,0.577024,-0.01536032,0.6858911
1548,Walkforward5,0.7311953,0.007961875,0.1354917,0.02354036,0.6856591,0.03361819,0.2835864,0.01291648,0.6859415,0.02822713,0.4516109,0.02328503,0.6856678,0.006536493,0.5707096,-0.02766863,0.6855049
1549,Walkforward5,0.7482603,0.004254578,0.13843,0.02043753,0.6857585,0.02907418,0.2866979,0.01095667,0.6859756,0.01927274,0.4646935,0.02097985,0.6857422,-0.008975295,0.5798476,-0.04414057,0.6846415
1550,Walkforward5,0.7652493,0.001236556,0.1412278,0.01739856,0.6858424,0.02444551,0.2906696,0.009577991,0.6859962,0.01375301,0.4671478,0.01861602,0.6858104,-0.01879213,0.5806879,-0.05349179,0.6839745
1551,Walkforward5,0.7822649,0.001254696,0.1411773,0.0133731,0.6859328,0.02003364,0.3075864,0.00726713,0.6860245,0.0150288,0.4665188,0.0148083,0.6859033,-0.02823397,0.579328,-0.06596525,0.6828845
1552,Walkforward5,0.7992259,0.001689463,0.140828,0.009379056,0.6859989,0.01736429,0.311501,0.006754179,0.6860298,0.01777339,0.4654776,0.0107618,0.6859787,-0.03704439,0.5777333,-0.0781588,0.6815964
1553,Walkforward5,0.8331982,0.005130341,0.1385003,0.0002341844,0.686063,0.01423499,0.304658,0.003518898,0.686054,0.01531765,0.4535205,0.0003628769,0.6860629,-0.04465117,0.565662,-0.09234583,0.6798196
1554,Walkforward5,0.8502252,0.00768006,0.1375598,-0.001749962,0.6860608,0.01379563,0.3057912,0.004688045,0.686047,0.01554083,0.4505834,-0.004517465,0.6860482,-0.04888424,0.5717452,-0.1065517,0.6777383
1555,Walkforward5,0.8671732,0.01017967,0.1368916,-0.00356986,0.6860538,0.01388291,0.3060688,0.004724623,0.6860468,0.01031778,0.4551455,-0.01327129,0.6859347,-0.05102262,0.5698309,-0.1141312,0.6765032
1556,Walkforward5,0.8841224,0.01270792,0.1362382,-0.005183641,0.6860435,0.01392766,0.3055441,0.003488303,0.6860542,0.005253644,0.4523087,-0.02116649,0.6857365,-0.05375763,0.5677179,-0.1226288,0.6750146
1557,Walkforward5,0.9012137,0.01495315,0.1359481,-0.006881265,0.6860285,0.0136941,0.3153387,0.00108383,0.6860622,-1.559521E-05,0.4495595,-0.02934567,0.6854351,-0.05649791,0.5657061,-0.1306423,0.6735095
1558,Walkforward5,0.9181933,0.01791857,0.1485216,-0.008631013,0.6860088,0.01338438,0.3154558,-3.870484E-05,0.6860631,-0.005725322,0.4479608,-0.03697455,0.685066,-0.05885928,0.5651168,-0.1362525,0.672397
1559,Walkforward5,0.9521821,0.01924163,0.1391467,-0.009932058,0.6859912,0.01276581,0.3057671,-0.0006063316,0.6860628,-0.01120462,0.4366133,-0.04436486,0.6846271,-0.06093446,0.5549247,-0.1413062,0.6713532
1560,Walkforward5,0.9691566,0.02009058,0.1394522,-0.01027688,0.6859861,0.01174432,0.3062122,-0.000286977,0.686063,-0.01635784,0.4349127,-0.05117354,0.6841519,-0.06554753,0.566088,-0.1484468,0.6698104
1561,Walkforward5,0.9861445,0.02049026,0.1387944,-0.009529449,0.6859968,0.009605548,0.3065526,0.000842504,0.6860625,-0.02637365,0.4408275,-0.06451616,0.6830228,-0.06759106,0.5673749,-0.1508596,0.6692712
1562,Walkforward5,1.003131,0.02018941,0.1390308,-0.008342993,0.6860123,0.005385129,0.3166803,0.001682782,0.686061,-0.03116695,0.4388108,-0.07082018,0.682398,-0.06978416,0.5688768,-0.1527084,0.6688517
1563,Walkforward5,1.020155,0.01867936,0.1408582,-0.006484231,0.6860324,0.003858333,0.3170377,0.002555671,0.6860583,-0.03802372,0.4374925,-0.07926385,0.6814688,-0.07248,0.5711662,-0.1532481,0.6687283
1564,Walkforward5,1.037121,0.01460812,0.157777,-0.004861009,0.6860458,0.006794575,0.3165961,0.00268113,0.6860579,-0.0447031,0.4363349,-0.0874695,0.6804643,-0.07546814,0.5732657,-0.153488,0.6686733
1565,Walkforward5,1.071143,0.00979538,0.1534948,-0.0008563782,0.6860625,0.008496394,0.3074665,0.003151559,0.6860558,-0.04992732,0.4271447,-0.09257787,0.6797881,-0.08084039,0.5665152,-0.1525333,0.6688917
1566,Walkforward5,1.088223,0.006612754,0.1566843,0.003795163,0.6860526,0.007755362,0.3055464,0.0006391447,0.6860628,-0.05545663,0.4343283,-0.1048226,0.678008,-0.08887766,0.5773575,-0.1528172,0.6688269
1567,Walkforward5,1.10518,0.004129514,0.1585044,0.006806183,0.6860293,0.006321752,0.3032906,-0.002399281,0.6860588,-0.0589487,0.4332519,-0.1106096,0.6770879,-0.09384593,0.5777842,-0.1526085,0.6688746
